Timestamp	Object Id	Object Name	GPS	Water Flow (L)	Mest Flow (L)	Geleidbaarheid (uS)	GPS Stats	Battery Power (V)
26/01/2016 16:05	29	Green Duo	"{""lat"":52.216915,""lng"":6.824538,""satellites"":7,""date"":""260116"",""time"":""150613""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:05	29	Green Duo	"{""lat"":52.216869,""lng"":6.823732,""satellites"":7,""date"":""260116"",""time"":""150618""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:05	29	Green Duo	"{""lat"":52.216797,""lng"":6.822537,""satellites"":7,""date"":""260116"",""time"":""150623""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:05	29	Green Duo	"{""lat"":52.216728,""lng"":6.821608,""satellites"":6,""date"":""260116"",""time"":""150626""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:05	29	Green Duo	"{""lat"":52.216728,""lng"":6.821608,""satellites"":6,""date"":""260116"",""time"":""150626""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216389,""lng"":6.817407,""satellites"":5,""date"":""260116"",""time"":""150638""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216290,""lng"":6.815856,""satellites"":5,""date"":""260116"",""time"":""150643""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216209,""lng"":6.814599,""satellites"":6,""date"":""260116"",""time"":""150648""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216194,""lng"":6.814012,""satellites"":7,""date"":""260116"",""time"":""150653""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216438,""lng"":6.813924,""satellites"":7,""date"":""260116"",""time"":""150658""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216553,""lng"":6.814736,""satellites"":7,""date"":""260116"",""time"":""150703""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216671,""lng"":6.816295,""satellites"":7,""date"":""260116"",""time"":""150708""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:06	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:07	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.216763,""lng"":6.817408,""satellites"":5,""date"":""260116"",""time"":""150711""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.215530,""lng"":6.819225,""satellites"":7,""date"":""260116"",""time"":""150903""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.215538,""lng"":6.819285,""satellites"":6,""date"":""260116"",""time"":""150908""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.215530,""lng"":6.819312,""satellites"":6,""date"":""260116"",""time"":""150913""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.215530,""lng"":6.819273,""satellites"":7,""date"":""260116"",""time"":""150918""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.215527,""lng"":6.819273,""satellites"":7,""date"":""260116"",""time"":""150923""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.215527,""lng"":6.819270,""satellites"":7,""date"":""260116"",""time"":""150928""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:08	29	Green Duo	"{""lat"":52.215530,""lng"":6.819246,""satellites"":7,""date"":""260116"",""time"":""150933""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215530,""lng"":6.819247,""satellites"":7,""date"":""260116"",""time"":""150938""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215519,""lng"":6.819290,""satellites"":5,""date"":""260116"",""time"":""150943""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215530,""lng"":6.819268,""satellites"":6,""date"":""260116"",""time"":""150948""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215530,""lng"":6.819250,""satellites"":7,""date"":""260116"",""time"":""150953""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215561,""lng"":6.819237,""satellites"":6,""date"":""260116"",""time"":""150958""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215572,""lng"":6.819244,""satellites"":6,""date"":""260116"",""time"":""151003""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215572,""lng"":6.819241,""satellites"":6,""date"":""260116"",""time"":""151008""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215584,""lng"":6.819272,""satellites"":6,""date"":""260116"",""time"":""151013""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215591,""lng"":6.819279,""satellites"":6,""date"":""260116"",""time"":""151018""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215595,""lng"":6.819283,""satellites"":7,""date"":""260116"",""time"":""151023""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215591,""lng"":6.819265,""satellites"":6,""date"":""260116"",""time"":""151028""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:09	29	Green Duo	"{""lat"":52.215580,""lng"":6.819238,""satellites"":6,""date"":""260116"",""time"":""151033""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215565,""lng"":6.819189,""satellites"":7,""date"":""260116"",""time"":""151038""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215519,""lng"":6.819170,""satellites"":7,""date"":""260116"",""time"":""151043""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215508,""lng"":6.819179,""satellites"":7,""date"":""260116"",""time"":""151048""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215477,""lng"":6.819220,""satellites"":7,""date"":""260116"",""time"":""151053""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215473,""lng"":6.819277,""satellites"":7,""date"":""260116"",""time"":""151058""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215492,""lng"":6.819383,""satellites"":6,""date"":""260116"",""time"":""151103""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215527,""lng"":6.819455,""satellites"":6,""date"":""260116"",""time"":""151108""}"	"-0,026042"	"-0,023898"	0		
26/01/2016 16:10	29	Green Duo	"{""lat"":52.215538,""lng"":6.819500,""satellites"":7,""date"":""260116"",""time"":""151113""}"	"-0,026042"	"-0,023898"	0		
