voor_huis;MAP;
Latitude;Longitude;Datum;Tijd;IRMI;IBI;Amount;Sprayer;Section;Amount_2;Sprayer_2;Section_2;
51.315727;5.175462;06.08.2015;09:47:32;23.0;2.38;0;0;0;100;0;0;
51.315744;5.175532;06.08.2015;09:47:32;21.6;2.29;0;0;0;100;0;0;
51.315689;5.175301;06.08.2015;09:47:32;23.6;2.71;0;0;0;100;0;0;
51.315759;5.175592;06.08.2015;09:47:32;22.1;3.17;0;0;0;100;0;0;
51.315706;5.175371;06.08.2015;09:47:32;22.7;2.62;0;0;0;100;0;0;
51.315727;5.175462;06.08.2015;09:47:33;22.7;2.35;0;0;0;100;0;0;
51.315744;5.175532;06.08.2015;09:47:33;21.3;2.26;0;0;0;100;0;0;
51.315688;5.175302;06.08.2015;09:47:33;24.1;2.73;0;0;0;100;0;0;
51.315758;5.175593;06.08.2015;09:47:33;22.1;3.17;0;0;0;100;0;0;
51.315744;5.175532;06.08.2015;09:47:40;20.5;2.15;0;0;0;100;0;0;
51.315728;5.175462;06.08.2015;09:47:40;17.6;1.31;0;0;0;100;0;0;
51.315691;5.175300;06.08.2015;09:47:40;23.4;2.67;0;0;0;100;0;0;
51.315758;5.175593;06.08.2015;09:47:40;21.5;2.95;0;0;0;100;0;0;
51.315707;5.175371;06.08.2015;09:47:40;22.1;2.55;0;0;0;100;0;0;
51.315753;5.175527;06.08.2015;09:47:41;21.1;2.23;0;0;0;100;0;0;
51.315737;5.175457;06.08.2015;09:47:41;19.8;1.63;0;0;0;100;0;0;
51.315700;5.175295;06.08.2015;09:47:41;22.8;2.67;0;0;0;100;0;0;
51.315767;5.175588;06.08.2015;09:47:41;21.3;3.08;0;0;0;100;0;0;
51.315716;5.175366;06.08.2015;09:47:41;22.1;2.57;0;0;0;100;0;0;
51.315768;5.175519;06.08.2015;09:47:42;21.3;2.27;0;100;512;100;0;0;
51.315752;5.175448;06.08.2015;09:47:42;22.1;2.03;0;0;0;100;0;0;
51.315715;5.175287;06.08.2015;09:47:42;21.9;2.62;0;0;0;100;0;0;
51.315782;5.175580;06.08.2015;09:47:42;21.1;3.15;0;100;3072;100;0;0;
51.315731;5.175357;06.08.2015;09:47:42;21.5;2.54;0;0;0;100;0;0;
51.315787;5.175509;06.08.2015;09:47:43;20.9;2.27;0;100;512;100;0;0;
51.315771;5.175438;06.08.2015;09:47:43;22.5;2.31;0;0;0;100;0;0;
51.315735;5.175276;06.08.2015;09:47:43;21.5;2.59;0;0;0;100;0;0;
51.315801;5.175570;06.08.2015;09:47:43;21.0;3.15;0;100;3072;100;0;0;
51.315751;5.175347;06.08.2015;09:47:43;21.0;2.50;0;0;0;100;0;0;
51.315810;5.175496;06.08.2015;09:47:44;21.2;2.31;0;100;512;100;0;0;
51.315793;5.175426;06.08.2015;09:47:44;22.6;2.38;0;0;0;100;0;0;
51.315756;5.175264;06.08.2015;09:47:44;21.6;2.58;0;0;0;100;0;0;
51.315824;5.175557;06.08.2015;09:47:44;21.2;3.12;0;100;3072;100;0;0;
51.315772;5.175335;06.08.2015;09:47:44;20.3;2.44;0;0;0;100;0;0;
51.315832;5.175483;06.08.2015;09:47:45;21.1;2.31;0;100;512;100;0;0;
51.315815;5.175413;06.08.2015;09:47:45;22.3;2.35;0;0;0;100;0;0;
51.315777;5.175252;06.08.2015;09:47:45;22.0;2.52;0;0;0;100;0;0;
51.315847;5.175544;06.08.2015;09:47:45;21.1;3.04;0;100;3072;100;0;0;
51.315794;5.175322;06.08.2015;09:47:45;20.1;2.35;0;0;0;100;0;0;
51.315852;5.175472;06.08.2015;09:47:46;21.3;2.31;0;100;512;100;0;0;
51.315835;5.175402;06.08.2015;09:47:46;22.2;2.35;0;0;0;100;0;0;
51.315797;5.175241;06.08.2015;09:47:46;22.3;2.40;0;0;0;100;0;0;
51.315866;5.175532;06.08.2015;09:47:46;20.8;2.96;0;100;3072;100;0;0;
51.315814;5.175311;06.08.2015;09:47:46;20.1;2.27;0;0;0;100;0;0;
51.315869;5.175462;06.08.2015;09:47:47;21.3;2.31;0;100;512;100;0;0;
51.315852;5.175392;06.08.2015;09:47:47;22.1;2.35;0;0;0;100;0;0;
51.315815;5.175230;06.08.2015;09:47:47;22.2;2.33;0;0;0;100;0;0;
51.315883;5.175523;06.08.2015;09:47:47;20.5;2.94;0;100;3072;100;0;0;
51.315831;5.175301;06.08.2015;09:47:47;20.8;2.23;0;0;0;100;0;0;
51.315882;5.175455;06.08.2015;09:47:48;21.6;2.34;0;0;0;100;0;0;
51.315866;5.175384;06.08.2015;09:47:48;22.3;2.37;0;0;0;100;0;0;
51.315829;5.175222;06.08.2015;09:47:48;22.1;2.33;0;0;0;100;0;0;
51.315896;5.175516;06.08.2015;09:47:48;20.6;2.96;0;0;0;100;0;0;
51.315845;5.175293;06.08.2015;09:47:48;21.6;2.27;0;0;0;100;0;0;
51.315892;5.175450;06.08.2015;09:47:49;21.7;2.35;0;0;0;100;0;0;
51.315876;5.175379;06.08.2015;09:47:49;22.4;2.38;0;0;0;100;0;0;
51.315839;5.175217;06.08.2015;09:47:49;21.8;2.39;0;0;0;100;0;0;
51.315730;5.175538;06.08.2015;09:48:07;19.1;2.03;0;0;0;100;0;0;
51.315680;5.175304;06.08.2015;09:48:07;22.5;2.26;0;0;0;100;100;12;
51.315714;5.175467;06.08.2015;09:48:07;13.6;1.03;0;0;0;100;100;64;
51.315743;5.175599;06.08.2015;09:48:07;20.8;2.26;0;0;0;100;0;0;
51.315695;5.175375;06.08.2015;09:48:07;21.2;2.25;0;0;0;100;100;48;
51.315688;5.175299;06.08.2015;09:48:08;22.2;2.27;0;0;0;100;100;12;
51.315738;5.175533;06.08.2015;09:48:08;19.6;2.06;0;0;0;100;100;768;
51.315723;5.175462;06.08.2015;09:48:08;15.2;1.12;0;0;0;100;100;192;
51.315752;5.175594;06.08.2015;09:48:08;20.6;1.94;0;100;2048;100;100;3072;
51.315703;5.175370;06.08.2015;09:48:08;21.8;2.42;0;0;0;100;100;48;
51.315701;5.175292;06.08.2015;09:48:09;22.5;2.52;0;0;0;100;100;12;
51.315752;5.175526;06.08.2015;09:48:09;20.4;2.15;0;0;0;100;100;768;
51.315736;5.175455;06.08.2015;09:48:09;16.6;1.25;0;0;0;100;100;192;
51.315765;5.175587;06.08.2015;09:48:09;20.7;1.98;0;100;2048;100;100;3072;
51.315716;5.175363;06.08.2015;09:48:09;22.1;2.52;0;0;0;100;100;48;
51.315718;5.175283;06.08.2015;09:48:10;22.5;2.64;0;0;0;100;100;12;
51.315769;5.175517;06.08.2015;09:48:10;21.1;2.23;0;0;0;100;100;768;
51.315753;5.175446;06.08.2015;09:48:10;19.3;1.52;0;0;0;100;100;192;
51.315782;5.175578;06.08.2015;09:48:10;20.9;2.25;0;100;2048;100;100;3072;
51.315733;5.175354;06.08.2015;09:48:10;21.7;2.56;0;0;0;100;100;48;
51.315738;5.175273;06.08.2015;09:48:11;21.7;2.60;0;0;0;100;100;12;
51.315789;5.175506;06.08.2015;09:48:11;21.3;2.29;0;0;0;100;100;768;
51.315773;5.175435;06.08.2015;09:48:11;21.1;1.90;0;0;0;100;100;192;
51.315802;5.175567;06.08.2015;09:48:11;20.8;2.59;0;100;2048;100;100;3072;
51.315753;5.175344;06.08.2015;09:48:11;21.1;2.50;0;0;0;100;100;48;
51.315738;5.175273;06.08.2015;09:48:11;21.6;2.58;0;0;0;100;100;12;
51.315814;5.175493;06.08.2015;09:48:12;21.3;2.30;0;0;0;100;100;768;
51.315799;5.175422;06.08.2015;09:48:12;22.4;2.21;0;0;0;100;100;192;
51.315827;5.175554;06.08.2015;09:48:12;20.9;2.90;0;100;2048;100;100;3072;
51.315779;5.175330;06.08.2015;09:48:12;20.6;2.36;0;0;0;100;100;48;
51.315764;5.175259;06.08.2015;09:48:12;21.6;2.50;0;0;0;100;100;12;
51.315843;5.175477;06.08.2015;09:48:13;21.1;2.30;0;0;0;100;100;768;
51.315828;5.175406;06.08.2015;09:48:13;22.5;2.38;0;0;0;100;100;192;
51.315856;5.175539;06.08.2015;09:48:13;20.7;2.98;0;100;2048;100;100;3072;
51.315809;5.175314;06.08.2015;09:48:13;20.4;2.26;0;0;0;100;100;48;
51.315794;5.175243;06.08.2015;09:48:13;21.8;2.45;0;0;0;100;100;12;
51.315843;5.175477;06.08.2015;09:48:13;21.2;2.31;0;0;0;100;100;768;
51.315860;5.175390;06.08.2015;09:48:14;22.3;2.39;0;0;0;100;100;192;
51.315888;5.175522;06.08.2015;09:48:14;20.8;2.94;0;100;2048;100;100;3072;
51.315841;5.175298;06.08.2015;09:48:14;20.5;2.22;0;0;0;100;100;48;
51.315825;5.175227;06.08.2015;09:48:14;21.7;2.40;0;0;0;100;100;12;
51.315875;5.175461;06.08.2015;09:48:14;21.5;2.31;0;0;0;100;100;768;
51.315893;5.175372;06.08.2015;09:48:15;22.3;2.40;0;0;0;100;100;192;
51.315922;5.175504;06.08.2015;09:48:15;20.8;3.02;0;100;2048;100;100;3072;
51.315874;5.175280;06.08.2015;09:48:15;20.6;2.29;0;0;0;100;100;48;
51.315858;5.175209;06.08.2015;09:48:15;21.7;2.47;0;0;0;100;100;12;
51.315942;5.175424;06.08.2015;09:48:16;21.7;2.33;0;0;0;100;100;768;
51.315927;5.175353;06.08.2015;09:48:16;22.3;2.40;0;0;0;100;100;192;
51.315956;5.175485;06.08.2015;09:48:16;20.7;3.04;0;100;2048;100;100;3072;
51.315907;5.175262;06.08.2015;09:48:16;20.9;2.35;0;0;0;100;100;48;
51.315892;5.175191;06.08.2015;09:48:16;21.4;2.49;0;0;0;100;100;12;
51.315942;5.175424;06.08.2015;09:48:16;21.7;2.33;0;0;0;100;100;768;
51.315961;5.175335;06.08.2015;09:48:17;22.3;2.41;0;0;0;100;100;192;
51.315990;5.175467;06.08.2015;09:48:17;20.2;3.06;0;100;2048;100;100;3072;
51.315941;5.175244;06.08.2015;09:48:17;21.2;2.41;0;0;0;100;100;48;
51.315925;5.175173;06.08.2015;09:48:17;21.1;2.52;0;0;0;100;100;12;
51.315976;5.175406;06.08.2015;09:48:17;21.7;2.32;0;0;0;100;100;768;
51.315995;5.175317;06.08.2015;09:48:18;22.3;2.40;0;0;0;100;100;192;
51.316024;5.175448;06.08.2015;09:48:18;20.0;3.08;0;100;2048;100;100;3072;
51.315975;5.175225;06.08.2015;09:48:18;21.4;2.46;0;0;0;100;100;48;
51.315959;5.175154;06.08.2015;09:48:18;20.7;2.54;0;0;0;100;100;12;
51.316010;5.175387;06.08.2015;09:48:18;21.8;2.31;0;0;0;100;100;768;
51.316028;5.175298;06.08.2015;09:48:19;22.3;2.39;0;0;0;100;100;192;
51.316057;5.175430;06.08.2015;09:48:19;19.6;3.08;0;100;2048;100;100;3072;
51.316009;5.175207;06.08.2015;09:48:19;21.4;2.51;0;0;0;100;100;48;
51.315993;5.175135;06.08.2015;09:48:19;20.6;2.56;0;0;0;100;100;12;
51.316043;5.175369;06.08.2015;09:48:19;21.8;2.31;0;0;0;100;100;768;
51.316062;5.175280;06.08.2015;09:48:20;22.2;2.38;0;0;0;100;100;192;
51.316090;5.175413;06.08.2015;09:48:20;19.3;3.04;0;100;2048;100;100;3072;
51.316042;5.175189;06.08.2015;09:48:20;21.3;2.51;0;0;0;100;100;48;
51.316027;5.175117;06.08.2015;09:48:20;20.4;2.54;0;0;0;100;100;12;
51.316077;5.175352;06.08.2015;09:48:20;21.7;2.31;0;0;0;100;100;768;
51.316095;5.175263;06.08.2015;09:48:21;22.2;2.35;0;0;0;100;100;192;
51.316123;5.175396;06.08.2015;09:48:21;18.9;3.00;0;100;2048;100;100;3072;
51.316076;5.175171;06.08.2015;09:48:21;21.5;2.50;0;0;0;100;100;48;
51.316062;5.175100;06.08.2015;09:48:21;20.3;2.52;0;0;0;100;100;12;
51.316110;5.175334;06.08.2015;09:48:21;21.6;2.30;0;0;0;100;100;768;
51.316129;5.175246;06.08.2015;09:48:22;22.0;2.33;0;0;0;100;100;192;
51.316156;5.175378;06.08.2015;09:48:22;18.6;2.98;0;100;2048;100;100;3072;
51.316110;5.175153;06.08.2015;09:48:22;21.6;2.51;0;0;0;100;100;48;
51.316096;5.175082;06.08.2015;09:48:22;20.3;2.50;0;0;0;100;100;12;
51.316144;5.175317;06.08.2015;09:48:22;21.7;2.30;0;0;0;100;100;768;
51.316163;5.175228;06.08.2015;09:48:23;21.9;2.33;0;0;0;100;100;192;
51.316190;5.175361;06.08.2015;09:48:23;18.6;2.98;0;100;2048;100;100;3072;
51.316144;5.175136;06.08.2015;09:48:23;21.6;2.52;0;0;0;100;100;48;
51.316130;5.175065;06.08.2015;09:48:23;20.2;2.50;0;0;0;100;100;12;
51.316178;5.175300;06.08.2015;09:48:23;21.9;2.31;0;0;0;100;100;768;
51.316197;5.175211;06.08.2015;09:48:24;21.8;2.32;0;0;0;100;100;192;
51.316225;5.175344;06.08.2015;09:48:24;18.9;3.00;0;100;2048;100;100;3072;
51.316178;5.175119;06.08.2015;09:48:24;21.5;2.50;0;0;0;100;100;48;
51.316164;5.175047;06.08.2015;09:48:24;20.2;2.49;0;0;0;100;100;12;
51.316212;5.175282;06.08.2015;09:48:24;22.1;2.31;0;0;0;100;100;768;
51.316231;5.175193;06.08.2015;09:48:25;21.7;2.32;0;0;0;100;100;192;
51.316259;5.175326;06.08.2015;09:48:25;19.3;3.02;0;100;2048;100;100;3072;
51.316212;5.175101;06.08.2015;09:48:25;21.2;2.48;0;0;0;100;100;48;
51.316197;5.175030;06.08.2015;09:48:25;20.1;2.48;0;0;0;100;100;12;
51.316246;5.175264;06.08.2015;09:48:25;22.1;2.31;0;0;0;100;100;768;
51.316265;5.175175;06.08.2015;09:48:26;21.8;2.32;0;0;0;100;100;192;
51.316293;5.175308;06.08.2015;09:48:26;19.6;3.04;0;100;2048;100;100;3072;
51.316246;5.175083;06.08.2015;09:48:26;21.1;2.48;0;0;0;100;100;48;
51.316231;5.175012;06.08.2015;09:48:26;20.0;2.47;0;0;0;100;100;12;
51.316280;5.175247;06.08.2015;09:48:26;21.9;2.30;0;0;0;100;100;768;
51.316300;5.175158;06.08.2015;09:48:27;21.8;2.32;0;0;0;100;100;192;
51.316327;5.175290;06.08.2015;09:48:27;19.8;3.06;0;100;2048;100;100;3072;
51.316280;5.175066;06.08.2015;09:48:27;21.0;2.46;0;0;0;100;100;48;
51.316265;5.174994;06.08.2015;09:48:27;20.0;2.46;0;0;0;100;100;12;
51.316315;5.175229;06.08.2015;09:48:27;21.7;2.29;0;0;0;100;100;768;
51.316334;5.175140;06.08.2015;09:48:28;22.0;2.32;0;0;0;100;100;192;
51.316362;5.175272;06.08.2015;09:48:28;20.0;3.06;0;100;2048;100;100;3072;
51.316314;5.175048;06.08.2015;09:48:28;21.2;2.47;0;0;0;100;100;48;
51.316299;5.174977;06.08.2015;09:48:28;20.0;2.45;0;0;0;100;100;12;
51.316383;5.175192;06.08.2015;09:48:29;21.6;2.29;0;0;0;100;100;768;
51.316368;5.175121;06.08.2015;09:48:29;22.1;2.33;0;0;0;100;100;192;
51.316397;5.175253;06.08.2015;09:48:29;20.0;3.06;0;100;2048;100;100;3072;
51.316348;5.175030;06.08.2015;09:48:29;21.3;2.48;0;0;0;100;100;48;
51.316333;5.174959;06.08.2015;09:48:29;20.0;2.45;0;0;0;100;100;12;
51.316383;5.175192;06.08.2015;09:48:29;21.7;2.29;0;0;0;100;100;768;
51.316402;5.175103;06.08.2015;09:48:30;22.2;2.33;0;0;0;100;100;192;
51.316431;5.175235;06.08.2015;09:48:30;19.9;3.06;0;100;2048;100;100;3072;
51.316382;5.175011;06.08.2015;09:48:30;21.3;2.48;0;0;0;100;100;48;
51.316367;5.174940;06.08.2015;09:48:30;19.9;2.44;0;0;0;100;100;12;
51.316418;5.175174;06.08.2015;09:48:30;21.8;2.29;0;0;0;100;100;768;
51.316436;5.175085;06.08.2015;09:48:31;22.1;2.33;0;0;0;100;100;192;
51.316465;5.175217;06.08.2015;09:48:31;19.8;3.06;0;100;2048;100;100;3072;
51.316416;5.174993;06.08.2015;09:48:31;21.3;2.50;0;0;0;100;100;48;
51.316401;5.174922;06.08.2015;09:48:31;20.0;2.45;0;0;0;100;100;12;
51.316452;5.175156;06.08.2015;09:48:31;21.8;2.29;0;0;0;100;100;768;
51.316470;5.175067;06.08.2015;09:48:32;22.0;2.33;0;0;0;100;100;192;
51.316498;5.175200;06.08.2015;09:48:32;19.9;3.06;0;100;2048;100;100;3072;
51.316451;5.174975;06.08.2015;09:48:32;21.2;2.50;0;0;0;100;100;48;
51.316436;5.174904;06.08.2015;09:48:32;20.0;2.46;0;0;0;100;100;12;
51.316517;5.175123;06.08.2015;09:48:33;22.0;2.29;0;0;0;100;100;768;
51.316503;5.175051;06.08.2015;09:48:33;21.8;2.32;0;0;0;100;100;192;
51.316529;5.175184;06.08.2015;09:48:33;20.0;3.07;0;100;2048;100;100;3072;
51.316486;5.174958;06.08.2015;09:48:33;21.3;2.52;0;0;0;100;100;48;
51.316472;5.174886;06.08.2015;09:48:33;20.2;2.47;0;0;0;100;100;12;
51.316517;5.175123;06.08.2015;09:48:33;22.0;2.29;0;0;0;100;100;768;
51.316536;5.175036;06.08.2015;09:48:34;21.8;2.32;0;0;0;100;100;192;
51.316559;5.175171;06.08.2015;09:48:34;20.1;3.08;0;100;2048;100;100;3072;
51.316521;5.174942;06.08.2015;09:48:34;21.3;2.52;0;0;0;100;100;48;
51.316509;5.174870;06.08.2015;09:48:34;20.2;2.47;0;0;0;100;100;12;
51.316549;5.175109;06.08.2015;09:48:34;21.8;2.29;0;0;0;100;100;768;
51.316570;5.175023;06.08.2015;09:48:35;21.7;2.31;0;0;0;100;100;192;
51.316591;5.175159;06.08.2015;09:48:35;20.2;3.10;0;100;2048;100;100;3072;
51.316556;5.174929;06.08.2015;09:48:35;21.4;2.52;0;0;0;100;100;48;
51.316545;5.174856;06.08.2015;09:48:35;20.2;2.46;0;0;0;100;100;12;
51.316581;5.175096;06.08.2015;09:48:35;21.6;2.29;0;0;0;100;100;768;
51.316604;5.175011;06.08.2015;09:48:36;21.8;2.32;0;0;0;100;100;192;
51.316624;5.175147;06.08.2015;09:48:36;20.1;3.10;0;100;2048;100;100;3072;
51.316591;5.174916;06.08.2015;09:48:36;21.4;2.52;0;0;0;100;100;48;
51.316580;5.174843;06.08.2015;09:48:36;20.0;2.44;0;0;0;100;100;12;
51.316649;5.175072;06.08.2015;09:48:37;21.1;2.27;0;0;0;100;100;768;
51.316639;5.174998;06.08.2015;09:48:37;21.8;2.33;0;0;0;100;100;192;
51.316658;5.175135;06.08.2015;09:48:37;19.6;3.07;0;100;2048;100;100;3072;
51.316625;5.174904;06.08.2015;09:48:37;21.4;2.52;0;0;0;100;100;48;
51.316614;5.174831;06.08.2015;09:48:37;19.8;2.42;0;0;0;100;100;12;
51.316649;5.175072;06.08.2015;09:48:37;21.0;2.26;0;0;0;100;100;768;
51.316674;5.174985;06.08.2015;09:48:38;22.0;2.33;0;0;0;100;100;192;
51.316697;5.175120;06.08.2015;09:48:38;19.1;3.04;0;100;2048;100;100;3072;
51.316659;5.174891;06.08.2015;09:48:38;21.2;2.50;0;0;0;100;100;48;
51.316647;5.174818;06.08.2015;09:48:38;19.6;2.41;0;0;0;100;100;12;
51.316686;5.175057;06.08.2015;09:48:38;21.1;2.26;0;0;0;100;100;768;
51.316710;5.174969;06.08.2015;09:48:39;21.8;2.31;0;0;0;100;100;192;
51.316735;5.175102;06.08.2015;09:48:39;19.1;3.02;0;100;2048;100;100;3072;
51.316692;5.174876;06.08.2015;09:48:39;21.0;2.48;0;0;0;100;100;48;
51.316678;5.174804;06.08.2015;09:48:39;19.6;2.42;0;0;0;100;100;12;
51.316723;5.175041;06.08.2015;09:48:39;21.2;2.27;0;0;0;100;100;768;
51.316744;5.174952;06.08.2015;09:48:40;21.8;2.31;0;0;0;100;100;192;
51.316772;5.175084;06.08.2015;09:48:40;19.5;3.04;0;100;2048;100;100;3072;
51.316725;5.174860;06.08.2015;09:48:40;20.8;2.47;0;0;0;100;100;48;
51.316710;5.174788;06.08.2015;09:48:40;19.8;2.44;0;0;0;100;100;12;
51.316759;5.175023;06.08.2015;09:48:40;21.4;2.28;0;0;0;100;100;768;
51.316779;5.174934;06.08.2015;09:48:41;21.8;2.32;0;0;0;100;100;192;
51.316807;5.175066;06.08.2015;09:48:41;19.7;3.06;0;100;2048;100;100;3072;
51.316759;5.174842;06.08.2015;09:48:41;20.8;2.47;0;0;0;100;100;48;
51.316744;5.174771;06.08.2015;09:48:41;20.0;2.46;0;0;0;100;100;12;
51.316794;5.175005;06.08.2015;09:48:41;21.8;2.30;0;0;0;100;100;768;
51.316813;5.174916;06.08.2015;09:48:42;21.9;2.33;0;0;0;100;100;192;
51.316841;5.175048;06.08.2015;09:48:42;19.6;3.08;0;100;2048;100;100;3072;
51.316793;5.174824;06.08.2015;09:48:42;21.0;2.48;0;0;0;100;100;48;
51.316778;5.174753;06.08.2015;09:48:42;20.1;2.47;0;0;0;100;100;12;
51.316828;5.174987;06.08.2015;09:48:42;22.2;2.32;0;0;0;100;100;768;
51.316847;5.174898;06.08.2015;09:48:43;22.0;2.34;0;0;0;100;100;192;
51.316875;5.175031;06.08.2015;09:48:43;19.3;3.06;0;100;2048;100;100;3072;
51.316828;5.174806;06.08.2015;09:48:43;21.1;2.50;0;0;0;100;100;48;
51.316813;5.174735;06.08.2015;09:48:43;20.1;2.48;0;0;0;100;100;12;
51.316862;5.174970;06.08.2015;09:48:43;22.3;2.33;0;0;0;100;100;768;
51.316882;5.174881;06.08.2015;09:48:44;22.1;2.35;0;0;0;100;100;192;
51.316909;5.175013;06.08.2015;09:48:44;19.1;3.04;0;100;2048;100;100;3072;
51.316863;5.174789;06.08.2015;09:48:44;21.3;2.50;0;0;0;100;100;48;
51.316848;5.174717;06.08.2015;09:48:44;20.3;2.49;0;0;0;100;100;12;
51.316896;5.174952;06.08.2015;09:48:44;22.4;2.32;0;0;0;100;100;768;
51.316916;5.174863;06.08.2015;09:48:45;22.3;2.35;0;0;0;100;100;192;
51.316943;5.174996;06.08.2015;09:48:45;19.1;3.02;0;100;2048;100;100;3072;
51.316897;5.174771;06.08.2015;09:48:45;21.4;2.50;0;0;0;100;100;48;
51.316883;5.174700;06.08.2015;09:48:45;20.3;2.49;0;0;0;100;100;12;
51.316965;5.174917;06.08.2015;09:48:46;22.3;2.31;0;0;0;100;100;768;
51.316951;5.174846;06.08.2015;09:48:46;22.5;2.35;0;0;0;100;100;192;
51.316978;5.174979;06.08.2015;09:48:46;19.2;3.02;0;100;2048;100;100;3072;
51.316932;5.174754;06.08.2015;09:48:46;21.4;2.50;0;0;0;100;100;48;
51.316917;5.174682;06.08.2015;09:48:46;20.3;2.48;0;0;0;100;100;12;
51.316965;5.174917;06.08.2015;09:48:46;22.2;2.29;0;0;0;100;100;768;
51.316985;5.174828;06.08.2015;09:48:47;22.5;2.34;0;0;0;100;100;192;
51.317013;5.174961;06.08.2015;09:48:47;19.3;3.02;0;100;2048;100;100;3072;
51.316966;5.174736;06.08.2015;09:48:47;21.4;2.48;0;0;0;100;100;48;
51.316951;5.174665;06.08.2015;09:48:47;20.1;2.46;0;0;0;100;100;12;
51.317000;5.174899;06.08.2015;09:48:47;21.7;2.28;0;0;0;100;100;768;
51.317020;5.174810;06.08.2015;09:48:48;22.6;2.33;0;0;0;100;100;192;
51.317048;5.174942;06.08.2015;09:48:48;19.3;3.02;0;100;2048;100;100;3072;
51.317001;5.174718;06.08.2015;09:48:48;21.5;2.48;0;0;0;100;100;48;
51.316985;5.174647;06.08.2015;09:48:48;20.1;2.45;0;0;0;100;100;12;
